,Unnamed: 0,track_id,track_name,artist_name,acousticness,energy,danceability,duration_ms,liveness,tempo,valence,release_date
0,0,1aL9518P5G72N92b48tuKw,Summer High,AP Dhillon,0.165,0.541,0.86,177391,0.0663,114.984,0.952,2022-08-05
1,1,08Isz2ETWSBhvIl8UpKYsp,No Love,Shubh,0.24,0.487,0.768,170387,0.175,137.034,0.722,2022-02-22
2,2,42TMa2hgBNjte4uV7jNCnQ,Baller,Shubh;Ikky,0.00487,0.7020000000000001,0.711,148188,0.0932,180.219,0.674,2022-09-09
3,3,3UhmuWcFaLS3AO3kI9ynQ2,Insane,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,0.416,0.5720000000000001,0.7959999999999999,206060,0.0975,98.967,0.304,2021-04-16
4,4,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,0.0383,0.764,0.591,141805,0.103,169.928,0.478,2021-07-09
5,5,3wz2vWhYnnBoFmgMkqtzLy,Daku,Chani Nattan;Inderpal Moga,0.325,0.5579999999999999,0.847,131077,0.135,98.062,0.495,2021-01-16
6,6,7AsG1F1eMWd17RYan8M3Wm,Dil Nu,AP Dhillon;Shinda Kahlon,0.0947,0.655,0.8109999999999999,233666,0.068,117.979,0.925,2022-10-07
7,7,7IK26RNUdgoZWJdlarrcty,All Night (Live),AP Dhillon;Shinda Kahlon,0.13699999999999998,0.456,0.723,229510,0.081,101.139,0.0383,2022-10-07
8,8,2AilvPt1AQ8PixlCKqkjfj,Elevated,Shubh,0.214,0.5329999999999999,0.828,200658,0.307,93.021,0.605,2021-10-22
9,9,32FVH23yFXr8Z0sfjRw4It,Wo Noor,AP Dhillon,0.193,0.5539999999999999,0.7609999999999999,199420,0.0802,92.52,0.555,2022-10-07
10,10,29m79w9xPMH4YCD6r8JSmV,Excuses,AP Dhillon;Gurinder Gill;Intense,0.0842,0.7170000000000001,0.8370000000000001,176232,0.149,94.984,0.494,2020-07-24
11,11,6ZYxNjuAU9Vy3VtF6W1dtE,We Rollin,Shubh,0.261,0.504,0.82,199205,0.104,85.016,0.275,2021-09-09
12,12,5RrOyaV2xOAnf62uWj24dB,OOPS,King,0.314,0.6729999999999999,0.918,163200,0.0555,99.952,0.828,2022-08-23
13,13,2uThc9fZx2BEL3t6uuRMO1,Cold Hours,aleemrk;Umair,0.316,0.613,0.737,206117,0.343,170.14,0.493,2022-08-07
14,14,70wFZWY6cKFxp3Qcq8uxH4,Ektarfa,King,0.596,0.472,0.748,230903,0.102,149.97,0.364,2022-05-20
15,15,2ZRo7axmMPeSVUvDbGkJah,Hope,XXXTENTACION,0.6609999999999999,0.457,0.5920000000000001,110886,0.146,146.04,0.225,2018-03-16
16,16,58f4twRnbZOOVUhMUpplJ4,Brown Munde,AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,0.223,0.611,0.8540000000000001,254400,0.119,100.024,0.417,2020-09-18
17,17,3sqRODOZ1Z6hR4F2tnFAlg,Sakhiyaan,Maninder Buttar,0.3,0.674,0.706,179325,0.202,83.001,0.359,2018-10-21
18,18,6XPmY4hIb1RGRyNuq0UBsl,Kina Chir,The PropheC,0.0955,0.431,0.622,216026,0.08800000000000001,117.919,0.365,2016-12-29
19,19,6TClJ8jXi3OBV7gcrU3jx5,TERE TE,AP Dhillon;Gurinder Gill,0.0508,0.488,0.6920000000000001,114418,0.154,171.9,0.299,2021-11-21
20,20,1W1dS4VnIrYnllQJ3CAcZy,So High,Sidhu Moose Wala,0.0152,0.763,0.5379999999999999,218666,0.109,180.002,0.484,2017-08-10
21,21,0a6zRnrjmaOcqsEIFkXIhw,Khaab,Akhil,0.417,0.6609999999999999,0.662,201689,0.0784,80.009,0.222,2016-01-09
22,22,0yCWDaAgOtg6TKlNCg9rwA,Tu Aake Dekhle,King,0.515,0.84,0.77,270000,0.145,96.012,0.192,2020-09-21
23,23,7B4uYqxTpTOS1sgxFB9Ann,The Last Ride,Sidhu Moose Wala,0.0299,0.647,0.792,262247,0.119,89.029,0.638,
24,24,2NTVtNcpC0i1R7LVGaCZCF,Jugnu,Badshah;Nikhita Gandhi,0.03,0.8029999999999999,0.716,230400,0.0817,124.961,0.325,2021-10-26
25,25,60YICjIPdL7LDBcCMK0tAk,Levels,Sidhu Moose Wala;Sunny Malton;The Kidd,0.00148,0.728,0.5920000000000001,228705,0.379,113.17,0.5770000000000001,
26,26,7cVe3mYMIfhOlz1NXFWv70,0 to 100,Sidhu Moose Wala,0.139,0.675,0.742,108493,0.16699999999999998,145.989,0.679,
27,27,5pcmtf1lwrMqmAWWm248fY,DESIRES,AP Dhillon;Gurinder Gill,0.365,0.387,0.863,168000,0.06,100.013,0.39,2021-11-21
28,28,5W7DOVGQLTigu09afW7QMT,295,Sidhu Moose Wala,0.179,0.794,0.557,270000,0.106,91.366,0.4320000000000001,
29,29,5uHy68Q7ZWe8Qq9k7EAprS,Sheesha,Karan Aujla,0.322,0.672,0.708,160851,0.135,93.886,0.399,2022-08-29
30,30,2tjWCe2W7sgvS3C8NHcdtI,"Duniyaa (From ""Luka Chuppi"")",Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob,0.6990000000000001,0.6579999999999999,0.435,222500,0.125,77.17,0.524,2019-02-22
31,31,2PcGqmKToUz0s65q1Acg7d,SPACESHIP,AP Dhillon;Shinda Kahlon;Gminxr,0.076,0.6829999999999999,0.69,124498,0.134,160.088,0.5489999999999999,2021-11-21
32,32,7mNZUnDWUDidWBFaUpVtOC,Chidiya,Vilen,0.715,0.494,0.486,253333,0.109,179.975,0.414,2019-12-14
33,33,1w3exvIgbRFV2ijf6qyWm8,Everybody Hurts,Sidhu Moose Wala,0.434,0.599,0.738,173333,0.13,120.052,0.575,
34,34,6udC4b4jOSnHb9ItnXgKLR,Saibo,Sachin-Jigar;Shreya Ghoshal;Tochi Raina,0.738,0.429,0.619,195253,0.136,90.05799999999998,0.545,2011-03-28
35,35,3JkVYvxNoGf2HCWJo61462,Never Fold (feat. Sunny Malton),Sidhu Moose Wala;Sunny Malton,0.069,0.7859999999999999,0.8140000000000001,183225,0.0976,93.025,0.797,
36,36,6FQQiTpYnfc5803p84bQp1,Vikram - Title Track,Anirudh Ravichander,0.174,0.8420000000000001,0.638,218823,0.126,169.90099999999995,0.145,2022-05-15
37,37,3Vb8KkT6Ub5fFGPYJCJyLh,Rolex Theme - Background Score,Anirudh Ravichander,0.00804,0.925,0.61,53247,0.131,101.992,0.442,2022-07-07
38,38,5D507IC1VOAg7bKkmOblr6,"Bae (From ""Don"")",Anirudh Ravichander;Adithya RK,0.0701,0.6629999999999999,0.6970000000000001,242628,0.112,96.968,0.407,2022-02-03
39,39,0MHiYjjcHNYM9KURa6NveF,"Manavaalan Thug - From ""Thallumaala""",Dabzee;SA,0.35600000000000004,0.583,0.809,200000,0.0622,96.049,0.478,2022-08-10
40,40,209pScL6fUhISxcLWkB6rf,Lokiverse - Background Score,Anirudh Ravichander,0.302,0.86,0.64,156330,0.109,96.996,0.516,2022-07-07
41,41,2vkNA9I029dTwX0y6d59Sc,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander;Anthony Daasan,0.0908,0.7170000000000001,0.8270000000000001,209032,0.0511,123.987,0.772,2022-04-20
42,42,4wCy7erulqUfFQNVaZBD9b,Once Upon a Time,Anirudh Ravichander,0.00659,0.879,0.6459999999999999,143709,0.117,123.849,0.429,2022-05-15
43,43,6eYsOcDdB5b6rTO5ubMxeV,"Private Party (From ""Don"")",Anirudh Ravichander;Jonita Gandhi,0.184,0.8859999999999999,0.862,216774,0.0565,124.031,0.8959999999999999,2022-04-30
44,44,5WWplXimzIjlJiN2N7T9Q3,"Pathala Pathala (From ""Vikram"")",Anirudh Ravichander;Kamal Haasan,0.35,0.779,0.826,211384,0.0657,130.091,0.936,2022-05-11
45,45,6yvxu91deFKt3X1QoV6qMv,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander;Jonita Gandhi,0.259,0.757,0.608,279677,0.259,124.078,0.625,2022-02-14
46,46,6A6mDExVoAEJmc5JyVSQeK,"Life of Pazham (From ""Thiruchitrambalam"")",Anirudh Ravichander,0.124,0.665,0.503,234514,0.175,174.97400000000005,0.597,2022-07-27
47,47,4HdzYTQiouB9BVYX7JOrhh,"Jalabulajangu (From ""Don"")",Anirudh Ravichander;Rokesh,0.0261,0.823,0.635,202607,0.0481,151.047,0.457,2021-12-16
48,48,1Hdz67JES35Z4h3Yd4PXvV,Bimbilikki Pilapi,Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,0.426,0.947,0.645,247000,0.463,156.828,0.823,2022-09-01
49,49,0xttqqTj7ZAGyVkfOYxQ4F,Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander;Vijay Yesudas;Shweta Mohan,0.293,0.596,0.665,264506,0.247,110.055,0.644,2011-12-23
50,50,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,0.0203,0.7040000000000001,0.736,212000,0.0501,149.995,0.894,2021-07-23
51,51,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,0.00614,0.846,0.737,143901,0.0486,87.98100000000002,0.546,2021-09-17
52,52,3D0pmiK3zyF9PudyJ8mkor,Ma Belle,AP Dhillon;Amari,0.0424,0.314,0.908,160824,0.0727,97.011,0.244,2021-07-16
53,53,65c6VCikt7f5sAS1heoYQC,Same Beef,Bohemia;Sidhu Moose Wala,0.0462,0.8540000000000001,0.779,290360,0.21,91.992,0.379,2019-09-18
54,54,3iICKiDTyIK5qoVl2hXB2f,Summer High,AP Dhillon,0.165,0.541,0.86,177391,0.0663,114.984,0.952,2022-10-07
55,55,4faDlXyZMSxEuxBdd5gDIz,Toxic,AP Dhillon;Intense,0.309,0.737,0.802,184102,0.0815,116.955,0.5770000000000001,2020-10-16
56,56,1418IuVKQPTYqt7QNJ9RXN,Maan Meri Jaan,King,0.354,0.505,0.698,194653,0.0995,95.868,0.396,2022-09-13
57,57,7m4CgL81VVIHaaiSxyH922,Desi Kalakaar,Yo Yo Honey Singh,0.0796,0.67,0.7509999999999999,253352,0.0908,156.062,0.7659999999999999,2014-09-26
58,58,5gSVKG0R4xc8qtDIoyDNy8,Saada Pyaar,AP Dhillon;Gurinder Gill;Money Musik,0.0391,0.655,0.743,213626,0.118,91.004,0.16399999999999998,2020-12-23
59,59,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,XXXTENTACION,0.847,0.57,0.7340000000000001,95466,0.112,129.953,0.6890000000000001,2017-08-25
60,60,27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,0.115,0.509,0.9,99282,0.0937,100.007,0.765,2022-05-19
61,61,0l1i3nJ4aDMk0inxnvzYTz,Amplifier,Imran Khan,0.0209,0.7140000000000001,0.727,232906,0.153,164.003,0.618,2009-07-27
62,62,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),Wiz Khalifa;Charlie Puth,0.369,0.481,0.6890000000000001,229525,0.0649,80.025,0.28300000000000003,2015-01-01
63,63,6SPLYHHBN0dKGaoD2Jcccs,Hills,AP Dhillon,0.411,0.331,0.779,159942,0.11,96.012,0.182,2022-10-07
64,64,2gNMXJDKRmKWuevBGjN8wo,3:59 AM,DIVINE,0.177,0.588,0.669,272197,0.179,97.026,0.237,2020-12-03
65,65,1QZRCi2Z1DQQaR6bGAzhtN,Love Dose,Yo Yo Honey Singh,0.256,0.768,0.843,224444,0.614,139.998,0.662,2014-09-26
66,66,3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,Arjun Kanungo;Momina Mustehsan,0.825,0.539,0.665,210000,0.121,110.101,0.368,2018-06-20
67,67,4Mh04VNolWA9g97ychP72l,Offshore,Shubh,0.0468,0.34600000000000003,0.8009999999999999,172054,0.112,159.986,0.653,2021-11-22
68,68,4FcknXDJ8yW2QYUl0cm6uJ,Bewafa,Imran Khan,0.594,0.563,0.7040000000000001,224853,0.133,94.037,0.0739,2009-07-27
69,69,7wW9scVNLYFLsmBb1yAUmS,Blue Eyes,Yo Yo Honey Singh,0.13699999999999998,0.51,0.77,220943,0.0346,188.067,0.5329999999999999,2013-11-08
70,70,1skGwRjc7wYY70PJCAkKMr,Love Sick (feat. AR Paisley),Sidhu Moose Wala;AR Paisley,0.101,0.5429999999999999,0.8240000000000001,232258,0.17800000000000002,124.018,0.5479999999999999,
71,71,5yj7D4UllTkAccTmROibCQ,Final Thoughts,AP Dhillon;Shinda Kahlon;Gminxr,0.027000000000000003,0.614,0.691,192000,0.158,77.48899999999998,0.061,2022-10-07
72,72,3Vmo13MxVRKBszmfK61ONH,Gangsta,Karan Aujla;YG,0.00665,0.687,0.7909999999999999,190153,0.0986,130.154,0.513,2022-05-10
73,73,2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,Kailash Kher;Paresh Kamath;Naresh Kamath,0.65,0.562,0.473,343906,0.12,74.653,0.316,2011-06-03
74,74,5eGsHi6RcL33gb9k89UYaB,Schedule,Tegi Pannu;Manni Sandhu,0.518,0.581,0.826,148376,0.0703,92.434,0.787,2021-08-20
75,75,0Id2IzhR3w50aP2PHfMUE3,Nira Ishq,Guri,0.111,0.609,0.703,181514,0.0515,89.929,0.696,2019-02-21
76,76,57DhVYA7E1CyrE4OKuyLb7,Ik Tera,Maninder Buttar,0.095,0.7120000000000001,0.826,160768,0.105,93.029,0.49,2019-08-22
77,77,3NpbGCDrcQTERaZb5dHhd3,"Nain Ta Heere (From ""Jugjugg Jeeyo"")",Guru Randhawa;Asees Kaur,0.345,0.575,0.69,216328,0.309,87.96700000000001,0.509,2022-06-16
78,78,5ZTsPwtt7aCuzbWd5rDGys,Shana Bann,MC STAN,0.0126,0.514,0.674,228112,0.158,99.901,0.192,2022-06-12
79,79,3k9PtGmPNnQtt32TKWm6f3,Basti Ka Hasti,MC STAN,0.156,0.624,0.726,195428,0.601,139.594,0.421,2022-02-18
80,80,0wGrTrI43CKmfzbFNNhftb,East Side Flow,Sidhu Moose Wala,0.109,0.867,0.767,224211,0.155,151.965,0.7859999999999999,2019-03-17
81,81,2MwCoo4GeXpi8soWn9EiPo,Kannazhaga - The Kiss of Love,Anirudh Ravichander;Dhanush;Shruti Haasan,0.431,0.496,0.574,205946,0.399,109.935,0.61,2011-12-23
82,82,0JBnAsReYppHqCZJbqy5H8,SYL,Sidhu Moose Wala,0.0263,0.703,0.628,249662,0.26,99.783,0.594,
83,83,6Kynli1iHBqJRWUCohcV9h,Kaam 25 - Sacred Games,DIVINE,0.0473,0.948,0.484,149524,0.0565,125.645,0.6859999999999999,2018-06-22
84,84,7tZQznsUajYIVj4IwALXmz,Outlaw,Sidhu Moose Wala;Byg Bird,0.181,0.672,0.727,179375,0.189,94.006,0.135,2019-01-17
85,85,36cqlmc53NqlEUqPJdgUOx,US (feat. Raja Kumari),Sidhu Moose Wala;Raja Kumari,0.6629999999999999,0.601,0.524,230068,0.114,72.048,0.598,
86,86,2hTn8oS49IQULxAWs7hEBz,Sakhiyan2.0,Maninder Buttar;Zahrah S Khan;Tanishk Bagchi,0.183,0.715,0.8170000000000001,177694,0.214,100.002,0.398,2021-08-13
87,87,2zQE8TE5BQDJA11ggnope9,These Days (feat. Bohemia),Sidhu Moose Wala;Bohemia,0.0936,0.748,0.73,209230,0.282,155.861,0.6940000000000001,
88,88,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,0.0383,0.764,0.591,141805,0.103,169.928,0.478,2021-07-23
89,89,7FcQRdlqMvAKmQH1SXCk1s,Ishqam,Mika Singh;Ali Quli Mirza,0.129,0.8390000000000001,0.735,194418,0.41,100.017,0.609,2019-10-23
90,90,2hDMBVN3P47GEhH5VtmA6m,Untouchable,Tegi Pannu;Manni Sandhu,0.472,0.603,0.6579999999999999,153210,0.124,146.864,0.519,2022-01-21
91,91,5iUbq311UD3MZYmfi2a1Ob,Pablo Sandhanam - Background Score,Anirudh Ravichander,0.278,0.579,0.843,45055,0.384,141.73,0.395,2022-07-07
92,92,7H3mfOvtPNA8YDF3EdKy0L,Tum Hi Ho Bandhu,Neeraj Shridhar;Kavita Seth,0.00111,0.89,0.715,283693,0.0297,134.994,0.8909999999999999,2012-06-15
93,93,1UUgngRGzFWfgpyN0WAN1r,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander;Ravi G;Shashaa Tirupati,0.6,0.488,0.401,243570,0.124,149.951,0.455,2022-01-03
94,94,2PEo8JQ48mfEv8a2HLqDvt,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",Sachin-Jigar;Rashmeet Kaur;Shamur;IP Singh,0.13699999999999998,0.846,0.875,164045,0.123,114.981,0.6970000000000001,2021-03-03
95,95,1aQ58u4guUf999iQX3J2HF,"Beast Mode (From ""Beast"")",Anirudh Ravichander,0.00105,0.847,0.584,220350,0.333,170.983,0.371,2022-04-08
96,96,6XmBh5HSdVzEAaqzEftL9t,Adi Penne,Stephen Zechariah;Srinisha Jayaseelan,0.449,0.648,0.591,301862,0.382,107.978,0.423,2021-03-08
97,97,6sPW145Y3LSXd4p1LjBOcS,Kanave Kanave,Anirudh Ravichander,0.373,0.513,0.47,284784,0.123,95.015,0.477,2013-01-10
98,98,6NwEpX2JUWHVKWfDDfcqC4,Idhazhin Oram - The Innocence of Love,Anirudh Ravichander;Ajesh,0.22,0.7829999999999999,0.65,204866,0.182,109.959,0.302,2011-12-23
99,99,6zdikHQs2PBFgGIZBxqOeV,Po Nee Po - The Pain of Love,Anirudh Ravichander;Mohit Chauhan,0.3720000000000001,0.619,0.5489999999999999,251786,0.146,90.03399999999998,0.407,2011-12-23
100,100,5ZKG94fnjiuMH5yrC5S9lS,One Dance,Drake;Wizkid;Kyla,0.00899,0.605,0.7879999999999999,173973,0.318,103.94,0.4270000000000001,2016-05-06
101,101,1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio;L.V.,0.0655,0.514,0.647,240693,0.398,79.975,0.386,1995-11-07
102,102,5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,0.374,0.463,0.732,212606,0.194,95.971,0.397,2019-11-08
103,103,4t22MCG1GHjKlXRCIlJlDd,Paris Ka Trip,Yo Yo Honey Singh;Millind Gaba;Asli GOLD,0.17800000000000002,0.723,0.8140000000000001,196430,0.0445,74.98100000000002,0.768,2022-10-06
104,104,4hzDCJUFDyk66oIBirPiCl,Gunehgar,DIVINE,0.105,0.906,0.643,163404,0.861,94.259,0.541,2022-09-16
105,105,7tbzfR8ZvZzJEzy6v0d6el,Liggi,Ritviz,0.0112,0.667,0.7859999999999999,181176,0.07400000000000001,102.046,0.688,2021-07-09
106,106,7Lvxcrbzuz1mNCPkFakS9K,Ek Raat,Vilen,0.147,0.534,0.645,224040,0.0858,90.024,0.302,2018-02-11
107,107,75Ak0cit8hV604Wjlq1gf2,Aaja We Mahiya,Imran Khan,0.131,0.594,0.639,232066,0.119,80.03399999999998,0.378,2009-07-27
108,108,3oWv5qDKYN7MH6FdlglMN5,Moon Rise,Guru Randhawa;Sanjoy,0.365,0.713,0.7559999999999999,174056,0.228,92.039,0.597,2022-08-22
109,109,0gmEt2nKOssVRStyUmjSpE,Jaadugar,Paradox,0.77,0.5660000000000001,0.674,192000,0.181,95.045,0.18600000000000005,2022-10-02
110,110,3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,0.258,0.613,0.74,166605,0.123,75.023,0.473,2018-03-16
111,111,5ZsAhuQ24mWHiduaxJqnhW,Udd Gaye,Ritviz,0.000712,0.8170000000000001,0.595,180413,0.142,144.961,0.483,2019-07-01
112,112,1ZMq0qzXfGnFo7BN03yddJ,Ilzaam (From the Album 'Industry'),Arjun Kanungo;King,0.472,0.66,0.6970000000000001,247374,0.243,93.011,0.301,2022-04-07
113,113,3X3BiiDYiPVIn5gEpO9HiF,Gustakhiyan,The Landers,0.257,0.589,0.8240000000000001,152727,0.254,88.027,0.565,2022-01-19
114,114,1pW5BQT2ltq0NPSlbkev0v,Pablo,King,0.411,0.73,0.731,279120,0.052000000000000005,79.999,0.503,2022-09-23
115,115,3ubdbuynat3QLfKtdtJ5BH,Sift,Bhalwaan;Signature By SB,0.45,0.745,0.767,118762,0.281,97.076,0.448,2021-11-05
116,116,6qS40yL7kXVoChI8SSCQIQ,Ykwim,Karan Aujla;KR$NA;Mehar Vaani,0.0361,0.575,0.8370000000000001,194857,0.457,105.015,0.655,2022-01-18
117,117,2jt9VV6QGn0tbwkrr26OO6,Arrogant,AP Dhillon;Shinda Kahlon;Gminxr,0.2,0.7390000000000001,0.7509999999999999,102315,0.0926,95.003,0.405,2020-01-10
118,118,1TRgZ55GFCKSbrTb62rmra,No Competition,Jass Manak;DIVINE,0.16399999999999998,0.635,0.868,205500,0.0898,90.01899999999998,0.621,2020-09-13
119,119,16xg7UwH9hbs96vCD8k6bC,GRIND,Emiway Bantai,0.29100000000000004,0.735,0.848,175449,0.0713,98.973,0.57,2020-05-10
120,120,60suOlM8VpTVITPFeqth8r,Sarkar,Jaura Phagwara,0.202,0.399,0.69,210116,0.247,89.975,0.311,2020-08-11
121,121,47Rqh5ZSamtIOFi7G6VgFJ,Paani Paani,Badshah;Aastha Gill,0.236,0.579,0.8859999999999999,174002,0.0586,105.028,0.4270000000000001,2021-06-09
122,122,6HGoVbCUr63SgU3TjxEVj6,Satisfya,Imran Khan,0.00451,0.652,0.726,180056,0.226,163.87900000000005,0.8029999999999999,2013-05-09
123,123,6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,Zack Knight;Jasmin Walia,0.159,0.8270000000000001,0.782,238530,0.226,104.032,0.498,2018-02-08
124,124,3uHisD8WxXOYLaxeOl098L,Teri Khair Mangdi,Bilal Saeed,0.602,0.58,0.718,225273,0.196,97.979,0.31,
125,125,7gFzBppKTiKAs38SWOjbO6,Kyun Dhunde,Vilen,0.7659999999999999,0.34600000000000003,0.711,70434,0.212,91.993,0.7709999999999999,2022-07-18
126,126,2NBYiYtI4v1ujkhHZBq3xw,Invincible (feat. Stefflon Don),Sidhu Moose Wala;Stefflon Don,0.276,0.672,0.774,244444,0.111,107.956,0.307,
127,127,19EZKr7Kf0XWCcspyWL8Rp,Celebrity Killer (feat. Tion Wayne),Sidhu Moose Wala;Tion Wayne,0.102,0.72,0.7140000000000001,203333,0.344,143.877,0.5920000000000001,
128,128,1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),Lil Nas X,0.293,0.503,0.593,137704,0.405,178.78099999999995,0.71,2021-09-17
129,129,5eN1nmOe9R29OBL6soTJov,MAJHE AALE,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,0.035,0.496,0.871,170322,0.0742,93.033,0.287,2021-11-21
130,130,2mKvEIvd912eg3FZ8WamMS,Bitch I'm Back,Sidhu Moose Wala,0.203,0.772,0.71,230400,0.853,149.829,0.789,
131,131,7rlulUEMn27TLbdHpNPugE,Freestyle,Jordan Sandhu,0.0872,0.812,0.733,175714,0.136,167.995,0.535,2022-07-12
132,132,6C8JJFoGC4dkVtAHVK3iif,"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander;Sunidhi Chauhan;Sanjana Kalmanje,0.0202,0.69,0.821,176345,0.199,140.171,0.648,2021-09-18
133,133,39ujbBjTwwqUFySaCYDMMT,Proper Patola,Badshah;Diljit Dosanjh;Aastha Gill,0.485,0.8240000000000001,0.77,178604,0.318,172.00599999999997,0.49,2018-10-03
134,134,0nsZBSzz5WG7onOtEL5mqj,Emotionally Scarred,Lil Baby,0.0286,0.6409999999999999,0.585,197529,0.316,88.28399999999998,0.266,2022-10-18
135,135,06fRsW6JDm7WPQWrmrMak2,In A Minute,Lil Baby,0.0336,0.605,0.643,200470,0.112,84.21600000000002,0.145,2022-10-18
136,136,1JWWwXFfNKi6ioDZOaa9jX,Tic Tac,Future;Lil Uzi Vert,0.0773,0.5660000000000001,0.942,189147,0.11,132.858,0.479,2022-10-21
137,137,12LE4Omy9ze8xTOMofMVB3,"Porkanda Singam (EDM Version) [From ""Vikram""]",Anirudh Ravichander,0.102,0.755,0.685,149433,0.159,158.93200000000004,0.422,2022-06-24
138,138,3FQwvjvKnE3O4YKawVUNpA,Drip Too Hard,Lil Baby;Gunna,0.0852,0.662,0.897,145542,0.534,112.509,0.39,2022-10-20
139,139,525NKU3UFgZQtCXWBWE0al,Sandhanam Theme - Background Score,Anirudh Ravichander,0.08199999999999999,0.84,0.619,106495,0.28,105.987,0.0805,2022-07-07
140,140,1zAkNzJZVPrWDCnowb1vpZ,Oh Penne,Anirudh Ravichander;Vishal Dadlani,0.573,0.65,0.483,276400,0.228,94.988,0.637,2013-07-31
141,141,3lRzVvMNG1QJcHlhLXM0lA,Signed to God,Sidhu Moose Wala,0.046,0.67,0.833,147741,0.0468,92.991,0.7,
142,142,038oBXqL9ttCHHZmNrYxQk,All In,Lil Baby,0.0716,0.649,0.836,156032,0.0943,95.084,0.294,2022-10-20
143,143,3yqkV2Vd0u4l9lUnlaFNZT,Porkanda Singam,Anirudh Ravichander;Ravi G,0.626,0.591,0.527,198000,0.385,119.932,0.5429999999999999,2022-05-15
144,144,1PaxAUxLEVpi75l0nDtwu1,Sakkarakatti,Hiphop Tamizha,0.305,0.782,0.607,189358,0.062,64.935,0.747,2017-07-28
145,145,2dpMdklbSc5CmZ3ijhknZ5,Wasted,Anirudh Ravichander,0.00162,0.8270000000000001,0.6509999999999999,182608,0.0803,114.918,0.851,2022-05-15
146,146,5KDEqPWSBZzrANHGBlJ8xN,Real As It Gets,Lil Baby;EST Gee,0.00471,0.705,0.779,192804,0.0971,140.005,0.196,2022-10-12
147,147,08QN1e5ou2ANfx9AhB88nw,Real As It Gets,Lil Baby;EST Gee,0.00471,0.705,0.779,192804,0.0971,140.005,0.196,2022-10-12
148,148,6JHmmaJRB6OFZa7hjfxAfc,Real As It Gets,Lil Baby;EST Gee,0.00471,0.705,0.779,192804,0.0971,140.005,0.196,2022-10-12
149,149,0zsA45R0SQPfqC5TyDOqY8,Neeyum Naanum Anbe,Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,0.298,0.826,0.467,285250,0.204,160.025,0.417,2018-06-27
150,150,3B54sVLJ402zGa6Xm4YGNe,Unforgettable,French Montana;Swae Lee,0.0293,0.769,0.726,233901,0.104,97.985,0.733,2017-07-14
151,151,0JP9xo3adEtGSdUEISiszL,Moonlight,XXXTENTACION,0.556,0.537,0.921,135090,0.102,128.009,0.711,2018-03-16
152,152,4IQqOlTZpfjnSTOArpZX5j,BIBA,Farasat Anees;Slick Trick;Toshi,0.0888,0.573,0.758,216216,0.0834,110.983,0.284,2020-09-03
153,153,6qJrmD6CXKWkWcsYwu9AV3,Aathma Raama,Brodha V,0.115,0.758,0.78,234863,0.183,92.016,0.711,2012-11-16
154,154,7tpRgru0h8B4eCvdBegLTA,Nakhre,Zack Knight,0.255,0.632,0.524,194676,0.277,169.989,0.416,2015-05-18
155,155,0Z2SFlnXH9yMN36djUeqyE,Fuck Em All,Sidhu Moose Wala;Sunny Malton,0.0916,0.726,0.818,234130,0.106,92.013,0.345,
156,156,0C4KChnQFHNgtjbppUFooH,Dirty Little Secret,Zack Knight;Nora Fatehi,0.101,0.5720000000000001,0.868,183092,0.103,96.985,0.485,2022-05-26
157,157,0YLSjVxSb5FT1Bo8Tnxr8j,Baaraat,Ritviz;Nucleya,0.477,0.449,0.6779999999999999,222096,0.536,100.033,0.606,2021-09-25
